item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase,frecuencia,estacionalidad,tendencia,intermitente
1169,adult instinctive pouch 85gr 12un,humedo,alimento,2330,1683,8,1,0.015,1700,-1.0,1.0,1,1.0
674,zd army green collar medium,paseo,accesorio,10900,7610,22,0,0.001,500,-1.0,1.0,0,1.0
522,small heart aluminum black (my family),placas identificacion,accesorio,7130,5042,18,0,0.004,1150,,,0,
513,baytril comp.50 un,antibiotico,medicamento,18260,14027,34,0,0.0002,500,-1.0,0.0,0,1.0
81,zeus collar ajustable  m   fucsia,paseo,accesorio,5290,3878,11,0,0.001,500,,,0,
1080,coastal comfort soft arnes morado m,paseo,accesorio,29990,20457,74,0,0.004,1600,-1.0,1.0,0,1.0
892,le salon cepillo alisador autolimpiante,grooming,accesorio,19990,14733,49,4,0.004,500,-1.0,1.0,1,1.0
380,brit care adult small breed l&r 3 kg,adultos,alimento,24990,18047,75,44,0.015,500,,,1,
1583,l.w. golosina peq. animales quinoa 50 gr,snack,accesorio,4690,3646,11,1,0.004,1300,,,1,
84,gumi juguete hilo dental seda  s ,juguetes,accesorio,11990,9551,25,2,0.001,500,-1.0,1.0,1,1.0
329,white and black european shorthair (my family),placas identificacion,accesorio,17560,12213,43,1,0.004,900,-1.0,0.0,1,1.0
976,zeus arnes fig.a  m  coral,paseo,accesorio,10990,7369,23,1,0.001,500,-1.0,1.0,1,1.0
1386,rodillo quitapelos y pelusas,higiene,accesorio,4990,3698,11,43,0.001,500,-1.0,1.0,1,1.0
1037,zd army green adjustable air mesh harness large,paseo,accesorio,26400,18047,65,2,0.004,500,-1.0,1.0,1,1.0
966,bravery lamb adult large/medium b. 4 kg,adultos,alimento,22900,17441,70,1,0.015,1350,-1.0,1.0,1,1.0
451,"zeus collar ajustable ""xl"" grafito",paseo,accesorio,7790,6135,17,3,0.001,500,-1.0,1.0,1,1.0
490,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamento,31470,24083,58,13,0.0002,600,-1.0,1.0,1,1.0
1385,amity sp low grain chicken adult 4 kg,adultos,alimento,15990,10667,49,0,0.015,900,-1.0,0.0,0,1.0
287,lw carpa animales mediana,enriquecimiento ambiental,accesorio,11590,8706,25,0,0.001,500,-1.0,1.0,0,1.0
802,coastal sublime collar teal stripe l,paseo,accesorio,16990,12765,36,0,0.001,700,-1.0,1.0,0,1.0
1244,do cinturon seguridad auto 25mmx55-87cm,paseo,accesorio,12590,8862,27,4,0.001,500,-1.0,1.0,1,1.0
874,proplan puppy optistart complete 15 kg.,cachorros,alimento,49990,39346,150,1,0.015,1950,-1.0,1.0,1,1.0
1364,monge medium adult chicken 12 kg,adultos,alimento,54490,41464,164,1,0.015,1150,-1.0,1.0,1,1.0
774,zeedog mahalo h-harness medium,paseo,accesorio,16840,13413,35,2,0.001,500,-1.0,1.0,1,1.0
810,pro plan adult small breed 3kg ar,adultos,alimento,29550,20679,90,0,0.015,1650,,,0,
1548,yorkshire terrier  jr 3 kilo ,razas,alimento,34270,24114,103,0,0.015,1450,-1.0,0.0,0,1.0
327,afp lamb triplets mice,juguetes,accesorio,8990,6979,22,0,0.004,950,-1.0,1.0,0,1.0
1442,zeedog mahleb collar medium,paseo,accesorio,10200,7546,21,1,0.001,500,,,1,
712,pro plan adult medium breed 15kg ar,adultos,alimento,77690,57589,234,2,0.015,1200,-1.0,1.0,1,1.0
999,proplan puppy optis. large br. 15 kg.,cachorros,alimento,49900,33954,150,4,0.015,4200,-1.0,1.0,1,1.0
1018,brit care cat turkey pate with ham 70grs,latas,alimento,1600,1181,4,0,0.015,3050,-1.0,1.0,0,1.0
1657,royal can. vet cat  young male 1.5 kg.,adultos,alimento,21780,17420,65,0,0.015,500,,,0,
177, repti resercoir ,enriquecimiento ambiental,accesorio,9290,6572,23,0,0.004,500,-1.0,1.0,0,1.0
694,canine k/d x  lata x 370 gms,latas medicadas,alimento,7690,5492,24,6,0.015,4750,-1.0,1.0,1,1.0
86,happy home repelente para mascotas 1 lt.,higiene,accesorio,9980,7270,21,0,0.001,500,-1.0,1.0,0,1.0
1315,daily stuff cama peluche,camas,accesorio,22990,15003,49,2,0.001,500,-1.0,0.0,1,1.0
1774,eukanuba puppy small 7.5 kg,cachorros,alimento,52870,40335,159,1,0.015,1850,-1.0,1.0,1,1.0
457,pawise arnes y cinturon de seguridad l,paseo,accesorio,14990,10151,31,1,0.001,500,,,1,
54,afp lamb cuddle country animals,juguetes,accesorio,11690,8602,29,4,0.004,900,-1.0,1.0,1,1.0
1406,crown (my family),placas identificacion,accesorio,17560,12314,37,0,0.001,550,-1.0,1.0,0,1.0
221,eukanuba adulto small breed 6.8 kg,adultos,alimento,47100,34172,142,0,0.015,2300,-1.0,0.0,0,1.0
113,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,27990,21362,85,133,0.015,1900,,,1,
859,loft dog house,hogar-transporte,accesorio,139990,101721,292,7,0.001,1950,-1.0,0.0,1,1.0
1201,arnes gato colores g.a,paseo,accesorio,5000,3537,11,1,0.001,500,-1.0,1.0,1,1.0
973,tx enganche cinturon seguridad standar,paseo,accesorio,5390,3878,11,5,0.001,500,0.0,0.0,1,1.0
174,pro plan adult cat 7+ 3kg ar,adultos,alimento,33580,25070,101,0,0.015,1650,-1.0,1.0,0,1.0
845,bowl 20 cm,comederos,accesorio,5990,4580,14,4,0.004,1000,0.0,0.0,1,1.0
589,cama zapato- mediano catapet,camas,accesorio,25790,18599,54,0,0.001,800,,,0,
1610,advantage gatos <4 kg,ant. ext.,medicamento,8570,6780,16,0,0.0002,500,-1.0,0.0,0,1.0
18,body cobre talla 1,ropa,medicamento,13500,9067,25,1,0.0002,500,-1.0,1.0,1,1.0
423,fiprokill spray x 250 ml ,ant. ext.,medicamento,24990,18969,46,1,0.0002,500,-1.0,1.0,1,1.0
285,zeedog finger puppets,paseo,accesorio,17900,12753,37,1,0.001,600,-1.0,1.0,1,1.0
1486,zeedog prisma collar small,paseo,accesorio,9870,6573,25,0,0.004,500,-1.0,1.0,0,1.0
428,big round aluminum red (my family),placas identificacion,accesorio,7130,4723,15,0,0.001,500,-1.0,0.0,0,1.0
1414,caja carton transporte p.anim 28x15x18cm,hogar-transporte,accesorio,3370,2531,9,1,0.004,500,-1.0,1.0,1,1.0
1242,afp furry ball fluffer rojo,juguetes,accesorio,4690,3073,11,0,0.004,850,-1.0,1.0,0,1.0
31,zeedog cannon ball,paseo,accesorio,7470,5310,15,0,0.001,500,-1.0,1.0,0,1.0
824,zeedog black bowl small,comederos,accesorio,5700,3766,14,0,0.004,950,-1.0,1.0,0,1.0
1576,jg velvet bobbler,juguetes,accesorio,7780,5509,17,0,0.001,500,-1.0,0.0,0,1.0
214,pelota portagolosina azul small,juguetes,accesorio,6990,4580,17,0,0.004,550,-1.0,1.0,0,1.0
1368,habitrail ovo mini,hogar-transporte,accesorio,69990,55928,171,0,0.004,500,-1.0,1.0,0,1.0
326,ultrafil perros y gatos 15 ml,otico,medicamento,15360,11624,29,3,0.0002,500,,,1,
1040,sucravet,digestivo,medicamento,19990,15156,37,2,0.0002,500,,,1,
1494,brit care gf puppy salmon 12 kg,cachorros,alimento,64990,43047,196,4,0.015,650,-1.0,0.0,1,1.0
1114,arnes talla l,paseo,accesorio,6490,4270,15,6,0.004,1150,-1.0,1.0,1,1.0
341,capa polar chiporro t/7 cata pets,ropa,accesorio,16890,13508,35,1,0.001,500,-1.0,1.0,1,1.0
629,eukanuba adulto large breed 15 kg,adultos,alimento,82410,58804,249,3,0.015,3400,-1.0,1.0,1,1.0
147,coastal sublime collar pink xs,paseo,accesorio,10490,6926,22,1,0.001,500,,,1,
360,frontline pipeta perro 20-40kg,ant. ext.,medicamento,17190,12155,32,0,0.0002,500,-1.0,1.0,0,1.0
83,proplan adulto dog pollo arroz  370grs,humedo,alimento,3820,3031,13,1,0.015,3250,,,1,
48,coastal sublime trailla cubes/purple,paseo,accesorio,19590,14598,41,1,0.001,500,,,1,
468,big bone golden brass (my family),placas identificacion,accesorio,9200,6314,19,1,0.001,500,-1.0,0.0,1,1.0
155,zeus arnes fig.a  s  coral,paseo,accesorio,7990,5498,17,3,0.001,500,-1.0,1.0,1,1.0
1309,yorkshire pouch 12x85g,humedo,alimento,2330,1709,8,1,0.015,500,-1.0,1.0,1,1.0
1402,cadena cordon 4 mm a.doctor,paseo,accesorio,4490,3569,10,2,0.001,500,-1.0,1.0,1,1.0
500,coastal k9 explorer arnes acolchado guinda m,paseo,accesorio,35990,23566,76,1,0.001,1050,,,1,
179,coastal maslow plato cobre martillado 1182 ml,paseo,accesorio,11490,8142,25,2,0.001,500,-1.0,1.0,1,1.0
1220,zeedog ella collar cat,paseo,accesorio,4880,3693,10,2,0.001,500,-1.0,1.0,1,1.0
900,proplan cat urinary 3 kgs.,adultos,alimento,21900,17174,67,2,0.015,1350,-1.0,1.0,1,1.0
692,cytopoint 40 mg iny 30-40 k,medicamentos,medicamento,56590,39076,104,0,0.0002,1000,-1.0,1.0,0,1.0
772,collar c/flor gde. a. doctor,paseo,accesorio,3170,2149,7,0,0.004,1000,,,0,
1519,pawise hollow mono,juguetes,accesorio,6990,4925,14,2,0.001,500,-1.0,1.0,1,1.0
528,zd blue air-leash,paseo,accesorio,37900,26089,93,0,0.004,700,-1.0,1.0,0,1.0
346,pro plan  perro  reduce calor. optilife 3 kilo,adultos,alimento,17490,11740,54,0,0.015,1700,-1.0,1.0,0,1.0
1366,amity sp low grain chicken puppy 14 kg,cachorros,alimento,52990,34561,160,0,0.015,5400,-1.0,1.0,0,1.0
715,body cobre talla 6 ( 7 - 9 kg ),higiene,medicamento,16000,11226,30,2,0.0002,500,-1.0,1.0,1,1.0
1052,puzzle tornado nivel 2,juguetes,accesorio,24990,17133,52,26,0.001,500,-1.0,1.0,1,1.0
886,carpeta orientadora pad 7 unid,higiene,accesorio,3190,2109,7,0,0.004,800,-1.0,1.0,0,1.0
601,nf aqua plus anticloro 30 ml,acc acuarios,accesorio,3190,2390,6,3,0.001,500,-1.0,0.0,1,1.0
949,rimadyl 25 mg x 14 tabletas ,analgesico,medicamento,17840,13742,33,10,0.0002,500,-1.0,1.0,1,1.0
243,kit mamadera beaphar 35ml,bebederos,accesorio,12340,9007,26,2,0.001,500,-1.0,1.0,1,1.0
785,parka t/2 cata pets,ropa,accesorio,17890,11769,43,1,0.004,850,-1.0,1.0,1,1.0
1600,pro plan feline veterinary diets ur,adultos,alimento,28990,19322,88,0,0.015,5350,-1.0,1.0,0,1.0
312,brit care cat indoor (monty) 2 kg,adultos,alimento,15900,11441,49,0,0.015,700,-1.0,0.0,0,1.0
435,zeus nosh hueso duro sabor carne/queso s,juguetes,accesorio,6490,4887,15,0,0.004,900,-1.0,1.0,0,1.0
1773,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370,25525,109,2,0.015,2900,-1.0,1.0,1,1.0
819,front range arnés naranjo,paseo,accesorio,59990,47241,126,0,0.001,1200,-1.0,1.0,0,1.0
308,coastal style collar plaids,paseo,accesorio,6990,5018,14,0,0.001,500,,,0,
430,ciprovet x 5 ml,ocular,medicamento,23860,17755,44,6,0.0002,500,-1.0,0.0,1,1.0
660,coastal sublime trailla flower pink/pink,paseo,accesorio,19590,15671,41,1,0.001,650,,,1,
566,zeedog neopro green leash small,paseo,accesorio,15900,11631,34,0,0.001,500,-1.0,1.0,0,1.0
181,zd pacco leash small,paseo,accesorio,13900,10681,29,3,0.001,600,-1.0,1.0,1,1.0
1083,coastal lazer brite trailla lime skulls l 1.8m,paseo,accesorio,25590,17131,53,0,0.001,500,0.0,0.0,0,1.0
621,seresto collar p/g mas de 8 kilos,ant. ext.,medicamento,52990,40766,98,6,0.0002,1000,-1.0,0.0,1,1.0
722,zeedog gotham bow-tie large,paseo,accesorio,6500,4998,13,0,0.001,500,-1.0,1.0,0,1.0
1117,coastal fashion collar black skulls,paseo,accesorio,7990,5499,17,0,0.001,500,-1.0,1.0,0,1.0
834,brit care adult medium breed l&r 12 kg,adultos,alimento,62990,46816,190,4,0.015,1850,-1.0,1.0,1,1.0
296,dogit paños humedos 40 unid,higiene,accesorio,4550,3101,10,0,0.001,500,-1.0,0.0,0,1.0
1131,pawise hollow ranita,juguetes,accesorio,5790,3916,12,3,0.001,500,-1.0,1.0,1,1.0
1216,amity sp low grain chicken puppy 4 kg,cachorros,alimento,17990,11717,55,2,0.015,4900,-1.0,1.0,1,1.0
1103,bravecto 500 mg perro 10 a 20 kg,ant. ext.,medicamento,34800,24921,64,15,0.0002,850,-1.0,1.0,1,1.0
1159,pawise peluche unicornio con sonido perro,juguetes,accesorio,9990,6818,21,3,0.001,500,-1.0,1.0,1,1.0
105,dermisolona 20mg x10 com,ant. ext.,medicamento,15660,10441,29,5,0.0002,500,-1.0,1.0,1,1.0
126,afp treat hider perro,juguetes,accesorio,15590,11585,33,0,0.001,500,-1.0,1.0,0,1.0
1058,brit care cat sterilized urinary 2kg,adultos,alimento,18990,14376,57,4,0.015,4700,,,1,
965,parka t/6 cata pets,ropa,accesorio,21890,14470,46,0,0.001,700,-1.0,0.0,0,1.0
355,coastal sublime trailla flower teal/teal stripe,paseo,accesorio,19590,12964,41,0,0.001,600,-1.0,0.0,0,1.0
1516,collar luminoso animal care,paseo,accesorio,3190,2154,6,2,0.001,500,-1.0,1.0,1,1.0
682,hidrocortisona dosis,antialergico,medicamento,600,478,2,11,0.0002,500,,,1,
1106,royal can poodle junior 33 2.5 kg.,razas,alimento,27650,21466,83,0,0.015,4050,-1.0,1.0,0,1.0
767,zeedog salina keychain,paseo,accesorio,8900,6979,19,1,0.001,500,-1.0,1.0,1,1.0
209,coastal style collar skulls  l,paseo,accesorio,10000,6521,21,0,0.001,500,-1.0,1.0,0,1.0
1763,habitrail twist kit,hogar-transporte,accesorio,53990,43083,114,0,0.001,500,-1.0,1.0,0,1.0
1343,blast leash small,paseo,accesorio,13900,9105,29,1,0.001,500,-1.0,1.0,1,1.0
1249,zeedog mahalo adjustable air mesh harness medium,paseo,accesorio,23900,17742,50,2,0.001,650,-1.0,1.0,1,1.0
1740,happy home biocontrolador 1 lt.,higiene,accesorio,9980,7783,21,0,0.001,500,-1.0,1.0,0,1.0
1477,afp furry ball flufy rosa,juguetes,accesorio,4690,3424,11,0,0.004,800,-1.0,1.0,0,1.0
1192,hartz duraplay bone large dog toy,juguetes,accesorio,9990,7174,21,0,0.001,500,-1.0,1.0,0,1.0
1581,doggy dolly small polerón racing fever con gorro grey l,ropa,accesorio,19470,13292,47,0,0.004,1100,,,0,
711,zd army green h-harness large,paseo,accesorio,19900,13226,49,1,0.004,550,,,1,
1558,zeecat phantom collar,paseo,accesorio,4990,3560,11,35,0.001,500,-1.0,1.0,1,1.0
755,jaula refugio hamster m,hogar-transporte,accesorio,49270,37368,121,0,0.004,500,-1.0,1.0,0,1.0
10,soporte carpeta orientadora borde-plasti,higiene,accesorio,45130,34779,94,1,0.001,700,-1.0,1.0,1,1.0
1621,brit care puppy l&r 3 kg,cachorros,alimento,23900,18120,72,0,0.015,1800,-1.0,1.0,0,1.0
1670,doximicin 100 mg. x 10 comp.,antibiotico,medicamento,11760,8859,22,2,0.0002,500,-1.0,1.0,1,1.0
282,coastal style collar wildflower s,paseo,accesorio,7990,5520,17,0,0.001,500,-1.0,1.0,0,1.0
291,drontal puppy  ,ant. ext.,medicamento,10950,8416,21,0,0.0002,500,-1.0,1.0,0,1.0
626,coastal maslow  plato paw gris 1596 ml,paseo,accesorio,15990,12542,34,0,0.001,500,-1.0,1.0,0,1.0
1613,zeedog gotham h-harness extra small,paseo,accesorio,11860,8985,25,0,0.001,500,,,0,
757,coastal style collar tropical flower l,paseo,accesorio,10490,8088,22,1,0.001,500,,,1,
129,zd artsy collar small,paseo,accesorio,9900,7109,21,0,0.001,500,-1.0,0.0,0,1.0
1102,zd neopro blue cat collar,paseo,accesorio,5800,3772,14,0,0.004,1300,-1.0,1.0,0,1.0
1013,alfombrilla 30 unid,higiene,accesorio,9990,6987,21,0,0.001,500,-1.0,1.0,0,1.0
743,ultimate blue adjustable air mesh harness small,paseo,accesorio,19300,14353,41,1,0.001,500,,,1,
843,coastal embellished collar bow-tie black,paseo,accesorio,9590,7467,20,2,0.001,500,-1.0,1.0,1,1.0
1743,coastal luz para collar,paseo,accesorio,6990,4791,14,1,0.001,500,,,1,
1329,afp modern cat fluffy wand,juguetes,accesorio,8990,6012,22,3,0.004,900,-1.0,1.0,1,1.0
1562,coastal lazer brite collar lime skulls xs,paseo,accesorio,6990,5183,14,0,0.001,500,,,0,
695,zeedog phantom collar small,paseo,accesorio,9900,6465,21,1,0.001,500,-1.0,1.0,1,1.0
984,coastal lazer brite collar lime skulls s/m,paseo,accesorio,10490,7671,22,3,0.001,500,-1.0,0.0,1,1.0
937,catnip spray hierba gatera,comportamiento,medicamento,8990,6209,19,5,0.001,500,,,1,
158,blocks cat collar,paseo,accesorio,4900,3466,11,1,0.004,600,-1.0,1.0,1,1.0
865,big bone aluminum black (my family),placas identificacion,accesorio,7130,5193,15,1,0.001,500,-1.0,1.0,1,1.0
634,pro plan dog sensitive skin 3 kilo,adultos,alimento,18490,13583,55,2,0.015,4850,-1.0,1.0,1,1.0
516,planet dog zanahoria,juguetes,accesorio,14990,10187,31,1,0.001,500,,,1,
1334,zeedog rob the microbe,juguetes,accesorio,6160,4214,13,2,0.001,500,-1.0,0.0,1,1.0
597,zeedog super orange,juguetes,accesorio,9870,7225,25,3,0.004,500,-1.0,1.0,1,1.0
195,bravery lamb adult large/medium b. 12 kg,adultos,alimento,60990,42601,183,2,0.015,500,-1.0,1.0,1,1.0
1541,body perro 6 verde,ropa,accesorio,21940,16048,46,1,0.001,500,-1.0,1.0,1,1.0
765,coastal sublime collar purple xs,paseo,accesorio,10490,7841,22,2,0.001,500,-1.0,1.0,1,1.0
410,coastal maslow  plato paw rosado 828 ml,paseo,accesorio,10490,7158,22,0,0.001,500,-1.0,1.0,0,1.0
96,red big circle bone (my family),placas identificacion,accesorio,12300,8388,26,0,0.001,500,-1.0,0.0,0,1.0
1632,zeedog mahalo collar small,paseo,accesorio,9900,7447,25,1,0.004,500,-1.0,1.0,1,1.0
1006,pawise arnes y cinturon de seguridad s,paseo,accesorio,11990,8538,29,0,0.004,500,-1.0,1.0,0,1.0
156,royal can. york. terrier junior 2.5 kgr.,razas,alimento,27650,21366,83,2,0.015,3250,-1.0,0.0,1,1.0
419,brit care weight loss rabbit 12 kg,weight control,alimento,63990,42643,193,4,0.015,1850,-1.0,0.0,1,1.0
915,zeedog prisma h-harness medium,paseo,accesorio,16900,11842,42,1,0.004,1500,-1.0,1.0,1,1.0
668,zd midnight leash large,paseo,accesorio,16900,13255,42,4,0.004,500,,,1,
1185,proplan adulto 7+active mind pollo pouch 100 gr,humedo,alimento,2200,1603,8,9,0.015,1700,-1.0,1.0,1,1.0
963,dogit dispensador bolsa fecas azul 2x20,higiene,accesorio,4990,3964,11,2,0.001,500,-1.0,1.0,1,1.0
1765,igloo dog house,hogar-transporte,accesorio,29000,21687,61,1,0.001,500,-1.0,1.0,1,1.0
447,timothy carrot,alfalfas,accesorio,9490,7120,20,6,0.001,500,-1.0,1.0,1,1.0
1594,cuerda anudada tricolor m,juguetes,accesorio,4410,3206,10,2,0.001,500,-1.0,1.0,1,1.0
178,polera bandera inglaterra ac l,ropa,accesorio,9900,7370,21,1,0.001,500,-1.0,0.0,1,1.0
390,pawise holow hipopotamo,juguetes,accesorio,6990,4951,14,0,0.001,500,,,0,
578,zeedog maze leash small,paseo,accesorio,13900,10647,29,0,0.001,500,-1.0,1.0,0,1.0
1641,pro plan adulto pollo pouch 100 gr,humedo,alimento,1290,1026,4,5,0.015,4350,,,1,
1348,zd artsy leash small,paseo,accesorio,13900,9291,29,2,0.001,500,-1.0,1.0,1,1.0
1542,zeedog skull leash small,paseo,accesorio,12700,9386,27,1,0.001,500,-1.0,1.0,1,1.0
1323,royal can fhn light 40 7.5 kilo,weight control,alimento,83110,66013,250,0,0.015,1050,-1.0,1.0,0,1.0
909,pawise fetch it  hipopotamo,juguetes,accesorio,6990,5468,14,3,0.001,500,-1.0,1.0,1,1.0
861,acana freshwater fish - perro 2,adultos,alimento,21180,15461,63,0,0.015,1850,-1.0,1.0,0,1.0
948,small bone aluminum light blue (my family),placas identificacion,accesorio,7130,4851,15,3,0.001,500,-1.0,1.0,1,1.0
664,zeedog tarot leash small,paseo,accesorio,13900,9593,29,1,0.001,500,-1.0,1.0,1,1.0
142,zeedog ella collar extra small,paseo,accesorio,7870,5782,19,0,0.004,500,-1.0,0.0,0,1.0
1421,polivitaminico b1-b2-b6 50mk iny,vitaminas,medicamento,790,615,2,5,0.0002,500,-1.0,1.0,1,1.0
1335,coastal k9 explorer arnes acolchado zafiro s,paseo,accesorio,25990,17907,54,0,0.001,500,-1.0,1.0,0,1.0
421,cream chihuahua  (my family),placas identificacion,accesorio,13330,9605,28,2,0.001,500,-1.0,1.0,1,1.0
636,colirama viral x 10 ml.,ocular,medicamento,21320,13897,40,1,0.0002,500,-1.0,1.0,1,1.0
1468,zeedog phantom harness + leash set,paseo,accesorio,11860,7996,25,1,0.001,500,-1.0,1.0,1,1.0
615,catit 2.0 fte bebedera flor mini 1.5lt,bebederos,accesorio,41990,29961,88,0,0.001,750,-1.0,1.0,0,1.0
294,zd midnight collar small,paseo,accesorio,9900,7401,21,2,0.001,500,-1.0,1.0,1,1.0
1639,doximicin jarabe x 60 ml,antibiotico,medicamento,10260,7427,19,3,0.0002,500,,,1,
1777,monge medium p&j chicken de 3 kg,cachorros,alimento,27990,19875,85,3,0.015,900,-1.0,1.0,1,1.0
88,light blue big circle paw (my family),placas identificacion,accesorio,15490,11726,38,0,0.004,600,-1.0,0.0,0,1.0
1686,scalibor (collar antiparasitario),ant. ext.,medicamento,28820,22432,53,3,0.0002,700,-1.0,1.0,1,1.0
131,small round aluminum purple (my family),placas identificacion,accesorio,7130,4723,18,0,0.004,950,-1.0,0.0,0,1.0
997,zeedog phantom adjustable air mesh harness medium,paseo,accesorio,23900,18046,50,1,0.001,500,-1.0,1.0,1,1.0
985,coastal lazer brite collar diamond,paseo,accesorio,9490,7011,20,0,0.001,500,-1.0,0.0,0,1.0
1733,revolution perro 10-20 kg,ant. ext.,medicamento,20990,13829,39,6,0.0002,500,-1.0,0.0,1,1.0
1403,brit care cat grain-free sterilized sensitive 7 kg,adultos,alimento,55990,37602,168,1,0.015,4850,-1.0,0.0,1,1.0
164,zeedog skull collar large,paseo,accesorio,11500,7742,25,0,0.001,500,-1.0,1.0,0,1.0
290,adaptil collar largue hasta 50kg  ,comportamiento,medicamento,33190,23710,61,1,0.0002,650,-1.0,1.0,1,1.0
1711,royal recovery rs 145 grs. (lata),latas medicadas,alimento,4820,3654,14,7,0.015,4300,-1.0,0.0,1,1.0
893,fancy feast petits filets atun 85 g,latas,alimento,900,639,3,1,0.015,3100,-1.0,0.0,1,1.0
778,zeedog atlanta h-harness small,paseo,accesorio,13850,10880,34,2,0.004,600,-1.0,1.0,1,1.0
348,dreamwell cama rectangular gris/blanco,hogar-transporte,accesorio,39990,28805,84,2,0.001,700,-1.0,1.0,1,1.0
571,allermyul,antialergico,medicamento,20590,15169,38,0,0.0002,500,-1.0,0.0,0,1.0
1423,zeedog atlanta leash extra small,paseo,accesorio,10860,8545,26,0,0.004,800,-1.0,1.0,0,1.0
1762,catit desing zona de confort,enriquecimiento ambiental,accesorio,23890,17341,58,1,0.004,650,-1.0,1.0,1,1.0
1374,zd midnight adjustable air mesh harness small,paseo,accesorio,19300,12830,41,1,0.001,500,-1.0,1.0,1,1.0
898,pawise collar azul ondas,paseo,accesorio,3390,2453,9,1,0.004,600,,,1,
458,zd carbon air-leash,paseo,accesorio,37900,29114,79,0,0.001,1050,-1.0,1.0,0,1.0
375,ultimate blue leash small,paseo,accesorio,13900,10664,29,0,0.001,500,-1.0,1.0,0,1.0
333,parka premium perro con chiporro,ropa,accesorio,31990,22441,67,44,0.001,550,-1.0,1.0,1,1.0
1741,grey shih tzu (my family),placas identificacion,accesorio,13330,10458,28,2,0.001,500,,,1,
1646,zeedog skull bow-tie large,paseo,accesorio,6500,5087,13,0,0.001,500,-1.0,1.0,0,1.0
1667,zeedog atlanta harness + leash set,paseo,accesorio,11860,7930,25,1,0.001,500,-1.0,1.0,1,1.0
816,zd puzzle ruff leash small,paseo,accesorio,21900,16145,54,2,0.004,1750,-1.0,1.0,1,1.0
1693,frontline plus pipeta gato,ant. ext.,medicamento,9140,6579,17,6,0.0002,500,-1.0,1.0,1,1.0
881,bravery salmon adult cat sterilized 2 kg,adultos,alimento,18990,14475,57,8,0.015,500,-1.0,1.0,1,1.0
1735,zd neon coral adjustable air mesh harness small,paseo,accesorio,24880,18444,52,1,0.001,500,-1.0,1.0,1,1.0
1078,catnip crinkle&toss papers,juguetes,accesorio,3990,3181,9,1,0.001,500,-1.0,1.0,1,1.0
1053,siguimarina,suplementos,medicamento,20990,14601,44,26,0.001,500,-1.0,0.0,1,1.0
328,bandana red,enriquecimiento ambiental,accesorio,8390,6171,18,0,0.001,500,,,0,
926,calmedrag 30 comp.,comportamiento,medicamento,11490,7508,22,0,0.0002,500,-1.0,0.0,0,1.0
318,royal can. vet cat senior s/o 1.5 kg.,senior,alimento,26820,17784,82,1,0.015,1450,,,1,
1648,zeus arnes fig.h  l  azuldenim,paseo,accesorio,13590,9310,28,0,0.001,500,-1.0,1.0,0,1.0
1623,pawise rodillo quita pelos y pelusas,higiene,accesorio,4490,3251,10,0,0.001,500,,,0,
167,nm alfombrilla training 50 un,higiene,accesorio,14990,11695,31,4,0.001,500,-1.0,1.0,1,1.0
12,brit care adult medium breed l&r 3 kg,adultos,alimento,23990,15809,73,9,0.015,2900,-1.0,1.0,1,1.0
171,pro plan puppy optistart small breed 7.5 kg.,cachorros,alimento,32900,23705,100,1,0.015,4150,-1.0,1.0,1,1.0
649,zd artsy cat collar,paseo,accesorio,4900,3354,10,1,0.001,500,,,1,
260,ls champu crema de avena 250ml,higiene,accesorio,9890,7270,21,0,0.001,500,-1.0,1.0,0,1.0
1629,afp modern cat candy,juguetes,accesorio,4290,3218,9,2,0.001,500,-1.0,1.0,1,1.0
1316,correa trailla 2 mt g.a,paseo,accesorio,11900,8995,25,0,0.001,500,-1.0,1.0,0,1.0
672,zeedog ella collar small,paseo,accesorio,9870,6663,21,4,0.001,500,-1.0,1.0,1,1.0
258,pro plan gatos  esterilizados pollo pouch 85 gr,humedo,alimento,2260,1545,8,8,0.015,500,-1.0,1.0,1,1.0
844,zeedog pipp,juguetes,accesorio,10980,8165,23,2,0.001,500,-1.0,1.0,1,1.0
1649,capa polar chiporro t/1 cata pets,ropa,accesorio,9990,6627,21,1,0.001,500,-1.0,1.0,1,1.0
138,bozal clinico 4 (a. doctor),paseo,accesorio,8190,5326,18,2,0.001,500,-1.0,0.0,1,1.0
1718,nm housebreaking / enseñador,higiene,accesorio,7990,5340,17,4,0.001,500,-1.0,1.0,1,1.0
1235,drontal cat pote clinico x un,ant. ext.,medicamento,3290,2628,7,56,0.0002,500,-1.0,1.0,1,1.0
1627,coastal sublime collar yellow xs,paseo,accesorio,10490,7361,22,0,0.001,500,-1.0,1.0,0,1.0
558,canine - feline a/d lata x 156 gms,latas medicadas,alimento,9220,6159,27,9,0.015,3050,-1.0,1.0,1,1.0
139,pink led adjustable air mesh harness medium,paseo,accesorio,23900,16591,50,2,0.001,650,-1.0,1.0,1,1.0
1625,royal can. vet cat young female 1.5 kg.,adultos,alimento,21780,17293,65,0,0.015,3300,,,0,
531,apache cat collar,paseo,accesorio,4900,3549,10,1,0.001,500,-1.0,1.0,1,1.0
